,plant-growth_abnorm,leafspots-halo_no-yellow-halos,leafspots-marg_w-s-marg,leafspot-size_gt-1/8,leaf-mild_absent,stem-cankers_absent,canker-lesion_dk-brown-blk,fruiting-bodies_absent,fruiting-bodies_present,external-decay_absent,int-discolor_brown,int-discolor_none,fruit-pods_diseased,fruit-pods_norm,fruit-spots_absent,fruit-spots_colored,mold-growth_absent,roots_rotted
357,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
358,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
359,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
360,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
361,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
362,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
363,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
364,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
365,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
366,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
367,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
368,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
369,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
370,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
371,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
372,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
373,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
374,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
375,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
376,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
377,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
378,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
379,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
380,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
381,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
382,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
383,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
384,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
385,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False
386,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
387,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False
388,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
389,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False
390,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
391,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
392,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
393,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
394,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
395,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
396,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
397,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
398,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False
399,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
400,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
401,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False
402,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
403,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
404,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
405,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
406,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
407,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
408,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False
409,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
410,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
411,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
412,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
413,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
414,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
415,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
416,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
417,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
418,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
419,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
420,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
421,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
422,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
423,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
424,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
425,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
426,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
427,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
428,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
429,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
430,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
431,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
432,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
433,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
434,False,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False
435,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
436,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
437,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
438,False,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False
439,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
440,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
441,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
442,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False
443,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False
444,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
445,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
446,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
447,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
448,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
449,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
450,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
451,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
452,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
453,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
454,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
455,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
456,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
457,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
458,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
459,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
460,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
461,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
462,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
463,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
464,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
465,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
466,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
467,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
468,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
469,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
470,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
471,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
472,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
473,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
474,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
475,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
476,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
477,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
478,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
479,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
480,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False
481,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
482,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
483,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
484,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
485,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
486,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
487,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
488,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
489,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
490,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
491,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
492,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True
493,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
494,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True
495,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
496,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
497,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
498,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True
499,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False
500,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True
501,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
502,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
503,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
504,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
505,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
506,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
507,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
508,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
509,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False
510,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
511,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False
512,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False
513,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
514,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False
515,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False
516,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
517,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
518,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
519,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
520,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
521,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False
522,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
523,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
524,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
525,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
526,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False
527,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
528,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
529,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False
530,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
531,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False
532,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False
533,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False
534,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False
535,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
536,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
537,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
538,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
539,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
540,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
541,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
542,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
543,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
544,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
545,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
546,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
547,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
548,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
549,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
550,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
551,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
552,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
553,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
554,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
555,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
556,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
557,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
558,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
559,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
560,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
561,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
562,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
563,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
564,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
565,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
566,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
567,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
568,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
569,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
570,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
571,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
572,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
573,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
574,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
575,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
576,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
577,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
578,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
579,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
580,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
581,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
582,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
583,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
584,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
585,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
586,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
587,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
588,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
589,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
590,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
591,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
592,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
593,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
594,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
595,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
596,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
597,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
598,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
599,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
600,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
601,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
602,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
603,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
604,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
605,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False
606,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
607,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False
608,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False
609,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False
610,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
611,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
612,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
613,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False
614,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False
615,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
616,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
617,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
618,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
619,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
620,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
621,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
622,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
623,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
624,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
625,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
626,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
627,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
628,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
629,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
630,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
631,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
632,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
633,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
634,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
635,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
636,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
637,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
638,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
639,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
640,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
641,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
642,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
643,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
644,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
645,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
646,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False
647,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
648,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
649,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
650,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
651,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
652,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
653,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
654,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
655,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
656,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
657,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
658,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
659,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
660,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
661,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
662,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
663,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
670,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
679,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
680,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
681,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
682,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
