class,date,plant-stand,precip,temp,crop-hist,area-damaged,plant-growth,leaves,leafspots-halo,leafspots-marg,leafspot-size,leaf-malf,stem,stem-cankers,canker-lesion,external-decay,mycelium,int-discolor,sclerotia,fruit-pods,roots
bacterial-pustule,july,lt-normal,norm,lt-norm,same-lst-two-yrs,scattered,norm,abnorm,no-yellow-halos,no-w-s-marg,lt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,rotted
bacterial-pustule,july,normal,norm,norm,same-lst-two-yrs,whole-field,abnorm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
bacterial-pustule,july,lt-normal,gt-norm,norm,diff-lst-year,upper-areas,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,rotted
bacterial-pustule,august,normal,norm,norm,same-lst-yr,whole-field,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
bacterial-pustule,september,lt-normal,norm,norm,same-lst-two-yrs,scattered,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,rotted
purple-seed-stain,october,normal,gt-norm,lt-norm,same-lst-two-yrs,upper-areas,norm,norm,absent,dna,dna,absent,abnorm,absent,tan,absent,absent,none,absent,diseased,norm
purple-seed-stain,october,normal,gt-norm,lt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,abnorm,absent,tan,absent,absent,none,absent,diseased,norm
purple-seed-stain,august,normal,gt-norm,norm,same-lst-yr,low-areas,norm,norm,absent,dna,dna,absent,norm,absent,tan,absent,absent,none,absent,norm,norm
purple-seed-stain,august,normal,gt-norm,norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,norm,absent,tan,absent,absent,none,absent,norm,norm
purple-seed-stain,august,normal,gt-norm,lt-norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,norm,absent,tan,absent,absent,none,absent,norm,norm
purple-seed-stain,october,normal,gt-norm,gt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,abnorm,absent,tan,absent,absent,none,absent,diseased,norm
purple-seed-stain,july,normal,gt-norm,lt-norm,diff-lst-year,scattered,norm,norm,absent,dna,dna,absent,norm,absent,tan,absent,absent,none,absent,norm,norm
purple-seed-stain,july,normal,gt-norm,norm,same-lst-sev-yrs,whole-field,norm,norm,absent,dna,dna,absent,norm,absent,tan,absent,absent,none,absent,norm,norm
purple-seed-stain,september,normal,gt-norm,norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,abnorm,absent,tan,absent,absent,none,absent,diseased,norm
purple-seed-stain,august,normal,gt-norm,norm,diff-lst-year,scattered,norm,norm,absent,dna,dna,absent,abnorm,absent,tan,absent,absent,none,absent,norm,norm
anthracnose,september,lt-normal,gt-norm,norm,same-lst-sev-yrs,whole-field,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,september,lt-normal,gt-norm,gt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,october,normal,gt-norm,norm,same-lst-yr,low-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,june,lt-normal,gt-norm,gt-norm,diff-lst-year,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-soil,brown,firm-and-dry,absent,none,absent,norm,norm
anthracnose,july,normal,gt-norm,norm,same-lst-sev-yrs,whole-field,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,august,lt-normal,gt-norm,gt-norm,same-lst-two-yrs,upper-areas,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,october,normal,gt-norm,norm,same-lst-two-yrs,upper-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,may,normal,gt-norm,norm,same-lst-yr,low-areas,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-soil,dk-brown-blk,firm-and-dry,absent,none,absent,norm,norm
anthracnose,october,lt-normal,gt-norm,norm,same-lst-two-yrs,upper-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,september,normal,gt-norm,norm,same-lst-yr,low-areas,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,september,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,april,normal,gt-norm,norm,same-lst-sev-yrs,whole-field,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-soil,dk-brown-blk,firm-and-dry,absent,none,absent,norm,norm
anthracnose,october,normal,gt-norm,norm,same-lst-two-yrs,upper-areas,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,september,lt-normal,gt-norm,norm,same-lst-yr,low-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,september,normal,gt-norm,norm,same-lst-two-yrs,upper-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,october,lt-normal,gt-norm,gt-norm,diff-lst-year,scattered,norm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,september,normal,gt-norm,norm,same-lst-yr,low-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,october,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
anthracnose,september,lt-normal,gt-norm,norm,same-lst-sev-yrs,whole-field,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
anthracnose,september,lt-normal,gt-norm,norm,same-lst-two-yrs,upper-areas,norm,norm,absent,dna,dna,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
phyllosticta-leaf-spot,july,lt-normal,norm,norm,diff-lst-year,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,july,normal,lt-norm,norm,diff-lst-year,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,july,lt-normal,norm,norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,july,normal,lt-norm,norm,same-lst-two-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,july,lt-normal,norm,gt-norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,june,normal,lt-norm,norm,diff-lst-year,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,may,normal,lt-norm,gt-norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,june,lt-normal,norm,norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,june,normal,lt-norm,gt-norm,same-lst-sev-yrs,scattered,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
phyllosticta-leaf-spot,june,lt-normal,norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,lt-normal,gt-norm,norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,normal,norm,norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,july,normal,gt-norm,norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,norm,norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,norm,norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,gt-norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,lt-normal,gt-norm,norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,normal,gt-norm,norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,normal,gt-norm,norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,gt-norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,lt-normal,gt-norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,lt-normal,gt-norm,norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,lt-normal,norm,gt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,lt-normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,lt-normal,gt-norm,gt-norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,lt-normal,gt-norm,norm,diff-lst-year,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,july,normal,gt-norm,norm,diff-lst-year,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,august,normal,gt-norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,norm,diff-lst-year,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,norm,diff-lst-year,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,lt-normal,gt-norm,gt-norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,september,normal,gt-norm,norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
alternarialeaf-spot,october,normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,october,normal,norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,september,normal,norm,norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,norm,norm
frog-eye-leaf-spot,september,lt-normal,gt-norm,norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,october,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,norm,norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,july,normal,gt-norm,norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,diff-lst-year,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,august,normal,gt-norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,july,lt-normal,gt-norm,norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,gt-norm,same-lst-yr,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,gt-norm,gt-norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,july,normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,october,normal,norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,absent,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,norm,norm,same-lst-yr,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dna,absent,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,same-lst-sev-yrs,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,lt-normal,gt-norm,norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,july,lt-normal,gt-norm,norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,october,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,august,normal,gt-norm,gt-norm,same-lst-yr,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,october,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,lt-normal,gt-norm,gt-norm,same-lst-sev-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,diff-lst-year,low-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,august,lt-normal,norm,gt-norm,same-lst-yr,low-areas,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,august,normal,gt-norm,norm,same-lst-two-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,september,lt-normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,norm,absent,dna,absent,absent,none,absent,norm,norm
frog-eye-leaf-spot,august,normal,gt-norm,gt-norm,same-lst-yr,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,norm,same-lst-yr,upper-areas,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,normal,gt-norm,gt-norm,same-lst-two-yrs,scattered,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
frog-eye-leaf-spot,september,lt-normal,gt-norm,norm,same-lst-two-yrs,whole-field,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,abnorm,above-sec-nde,dk-brown-blk,firm-and-dry,absent,none,absent,diseased,norm
diaporthe-stem-canker,october,normal,gt-norm,norm,same-lst-yr,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,july,normal,gt-norm,norm,same-lst-two-yrs,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dna,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,august,normal,gt-norm,norm,same-lst-sev-yrs,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,brown,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,september,normal,gt-norm,norm,same-lst-yr,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dna,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,july,normal,gt-norm,norm,same-lst-sev-yrs,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dna,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,september,normal,gt-norm,norm,same-lst-two-yrs,scattered,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dna,firm-and-dry,absent,none,absent,norm,norm
diaporthe-stem-canker,september,normal,gt-norm,norm,same-lst-sev-yrs,low-areas,abnorm,abnorm,absent,dna,dna,absent,abnorm,above-sec-nde,dna,firm-and-dry,absent,none,absent,norm,norm
